"MacroTrends Data Download"
"Crude Oil Prices - 70 Year Historical Chart"
"Note: Real datasets are adjusted for inflation using the headline Consumer Price Index (CPI) with the current month as the base."

"Disclaimer and Terms of Use: Historical data is provided 'as is' and solely for informational purposes, not for trading purposes or advice."
"MacroTrends LLC expressly disclaims the accuracy, adequacy, or completeness of any data and shall not be liable for any errors, omissions or other defects in, "
"delays or interruptions in such data, or for any actions taken in reliance thereon.  Neither MacroTrends LLC nor any of our information providers will be liable"
"for any damages relating to your use of the data provided."


series_id,date,real,nominal
DCOILWTICO,2013-07-01,111.51,105.100
DCOILWTICO,2013-08-01,114.46,107.980
DCOILWTICO,2013-09-01,108.40,102.360
DCOILWTICO,2013-10-01,102.16,96.290
DCOILWTICO,2013-11-01,98.38,92.550
DCOILWTICO,2013-12-01,104.45,98.170
DCOILWTICO,2014-01-01,103.40,97.550
DCOILWTICO,2014-02-01,108.64,102.880
DCOILWTICO,2014-03-01,106.55,101.570
DCOILWTICO,2014-04-01,104.67,100.070
DCOILWTICO,2014-05-01,107.74,103.400
DCOILWTICO,2014-06-01,110.31,106.070
DCOILWTICO,2014-07-01,102.16,98.230
DCOILWTICO,2014-08-01,101.97,97.860
DCOILWTICO,2014-09-01,94.91,91.170
DCOILWTICO,2014-10-01,84.07,80.530
DCOILWTICO,2014-11-01,69.24,65.940
DCOILWTICO,2014-12-01,56.44,53.450
DCOILWTICO,2015-01-01,50.71,47.790
DCOILWTICO,2015-02-01,52.63,49.840
DCOILWTICO,2015-03-01,50.11,47.720
DCOILWTICO,2015-04-01,62.48,59.620
DCOILWTICO,2015-05-01,62.78,60.250
DCOILWTICO,2015-06-01,61.80,59.480
DCOILWTICO,2015-07-01,48.95,47.110
DCOILWTICO,2015-08-01,51.17,49.200
DCOILWTICO,2015-09-01,46.95,45.060
DCOILWTICO,2015-10-01,48.56,46.600
DCOILWTICO,2015-11-01,42.21,40.430
DCOILWTICO,2015-12-01,38.91,37.130
DCOILWTICO,2016-01-01,29.78,28.470
DCOILWTICO,2016-02-01,33.04,31.620
DCOILWTICO,2016-03-01,38.17,36.670
DCOILWTICO,2016-04-01,42.35,40.880
DCOILWTICO,2016-05-01,50.67,49.100
DCOILWTICO,2016-06-01,49.68,48.330
DCOILWTICO,2016-07-01,42.85,41.600
DCOILWTICO,2016-08-01,46.00,44.700
DCOILWTICO,2016-09-01,49.54,48.240
DCOILWTICO,2016-10-01,48.03,46.860
DCOILWTICO,2016-11-01,50.77,49.440
DCOILWTICO,2016-12-01,55.17,53.720
DCOILWTICO,2017-01-01,53.92,52.810
DCOILWTICO,2017-02-01,54.98,54.010
DCOILWTICO,2017-03-01,51.46,50.600
DCOILWTICO,2017-04-01,50.02,49.330
DCOILWTICO,2017-05-01,48.95,48.320
DCOILWTICO,2017-06-01,46.59,46.040
DCOILWTICO,2017-07-01,50.82,50.170
DCOILWTICO,2017-08-01,47.70,47.230
DCOILWTICO,2017-09-01,51.88,51.670
DCOILWTICO,2017-10-01,54.65,54.380
DCOILWTICO,2017-11-01,57.69,57.400
DCOILWTICO,2017-12-01,60.72,60.420
DCOILWTICO,2018-01-01,64.73,64.730
DCOILWTICO,2018-02-01,61.64,61.640
DCOILWTICO,2018-03-01,61.14,61.140
